Tag,ID
plot-control-curve-handle,0x444DBBD1
plot-control-curve-line,0x53A3166A
plot-control-curve-point,0xD2FFACF5
plot-curve,0x0C1A1B99
plot-curve-line,0xBF14C281
plot-grid,0xE4649756
plot-grid-baseline,0xB957C7AD
plot-grid-label,0x3E569417
plot-grid-label-background,0xA979551B
plot-grid-line,0x4105D27C
